listing_id,detail_url,province,district,granularity,provenance,address_raw,address_sanitized,raw_query,raw_status,raw_lat,raw_lon,raw_display_name,raw_candidate_count,raw_admin_match,raw_spatial_precision,raw_spatially_useful,sanitized_query,sanitized_status,sanitized_lat,sanitized_lon,sanitized_display_name,sanitized_candidate_count,sanitized_admin_match,sanitized_spatial_precision,sanitized_spatially_useful
108300,https://batdongsan.vn/ban-nha-mat-pho-hai-ba-trung-88m-x-4tang-mat-tien-6m-via-he-kinh-doanh-r278494,Hà Nội,Hai Bà Trưng,street_only,title,phố Hai Bà Trưng,phố Hai Bà Trưng,"phố Hai Bà Trưng, Hai Bà Trưng, Hà Nội, Việt Nam",STREET_MATCH,21.0107661,105.8473501,"Trung tâm Triển lãm Văn hóa Nghệ thuật Việt Nam, 2, Phố Hoa Lư, Vân Hồ, Phường Hai Bà Trưng, Thành phố Hà Nội, 11626, Việt Nam",5,ADMIN_MATCH,UNKNOWN,False,"phố Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",EXACT_MATCH,21.0255244,105.8485536,"Phố Hai Bà Trưng, Phường Cửa Nam, Thành phố Hà Nội, 11018, Việt Nam",1,ADMIN_MATCH,STREET,True
194257,https://batdongsan.vn/nha-5-tang-dan-xay-phan-lo-cum-cn-lai-xa-gan-nhon-dh-cong-nghiep-o-to-tranh-r194257,Hà Nội,Hoài Đức,street_only,title,"NHÀ 5 TẦNG, DÂN XÂY, PHÂN LÔ CỤM CN LAI XÁ, GẦN NHỔN ĐH CÔNG NGHIỆP - Ô TÔ TRÁNH",NHÀ DÂN XÂY CỤM CN LAI XÁ GẦN NHỔN ĐH CÔNG NGHIỆP,"NHÀ 5 TẦNG, DÂN XÂY, PHÂN LÔ CỤM CN LAI XÁ, GẦN NHỔN ĐH CÔNG NGHIỆP - Ô TÔ TRÁNH, Hoài Đức, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"NHÀ DÂN XÂY CỤM CN LAI XÁ GẦN NHỔN ĐH CÔNG NGHIỆP, Hoài Đức, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
137515,https://batdongsan.vn/o-to-tranh-nha-moi-tinh-tien-ich-bat-ngan-r137515,Hà Nội,Long Biên,street_only,title,Ô TÔ TRÁNH - NHÀ MỚI TINH - TIỆN ÍCH BẠT NGÀN,TINH TIỆN ÍCH BẠT NGÀN,"Ô TÔ TRÁNH - NHÀ MỚI TINH - TIỆN ÍCH BẠT NGÀN, Long Biên, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"TINH TIỆN ÍCH BẠT NGÀN, Long Biên, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
145802,https://batdongsan.vn/hiem-chinh-chu-gui-ban-nha-tai-pho-chua-quynh-155-ty-60m2-6-t-mt-5m-gan-bach-mai-minh-khaihbt-r145802,Hà Nội,Hai Bà Trưng,street_only,title,Phố Chùa Quỳnh 15,Phố Chùa Quỳnh 15,"Phố Chùa Quỳnh 15, Hai Bà Trưng, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"Phố Chùa Quỳnh 15, Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
142119,https://batdongsan.vn/ban-nha-ha-dinh-gia-72-ty-dien-tich-35m2-5-tang-mat-tien-5m-r142119,Hà Nội,Thanh Xuân,street_only,title,mặt tiền 5m,,"mặt tiền 5m, Thanh Xuân, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"Thanh Xuân, Thành phố Hà Nội, Việt Nam",STREET_MATCH,20.9983575,105.8042396,"Phường Thanh Xuân, Thành phố Hà Nội, 11417, Việt Nam",2,ADMIN_MATCH,WARD,True
132977,https://batdongsan.vn/ban-nha-duong-noi-ha-dong-16m-ra-mat-pho-43m-4-tang-mt-38m-45-ty-r132977,Hà Nội,Hà Đông,street_only,title,phố 43m- 4 tầng- MT 3.8m- 4.5 tỷ,phố MT 3,"phố 43m- 4 tầng- MT 3.8m- 4.5 tỷ, Hà Đông, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"phố MT 3, Hà Đông, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
186640,https://batdongsan.vn/sieu-pham-chinh-chu-ban-nha-lo-goc-3-thoang-mat-ho-7-tang-thang-may-pho-bo-de-long-bien-ha-noi-r186640,Hà Nội,Long Biên,street_only,title,phố Bồ Đề. Long Biên,phố Bồ Đề Long Biên,"phố Bồ Đề. Long Biên, Long Biên, Hà Nội, Việt Nam",EXACT_MATCH,21.040102,105.86952,"BIDV, 108, Phố Bồ Đề, Ái Mộ, Phường Bồ Đề, Thành phố Hà Nội, 10245, Việt Nam",1,ADMIN_PARTIAL_MATCH,UNKNOWN,False,"phố Bồ Đề Long Biên, Thành phố Hà Nội, Việt Nam",EXACT_MATCH,21.040102,105.86952,"BIDV, 108, Phố Bồ Đề, Ái Mộ, Phường Bồ Đề, Thành phố Hà Nội, 10245, Việt Nam",1,ADMIN_PARTIAL_MATCH,UNKNOWN,False
181382,https://batdongsan.vn/ban-nha-2-mat-pho-quang-trung-ly-thuong-kiet-80m2-6-tang-thang-may-gia-23-ty-r181382,Hà Nội,Hà Đông,street_only,title,PHỐ – QUANG TRUNG & LÝ THƯỜNG KIỆT – 80M² – 6 TẦNG – THANG MÁY – GIÁ 23 TỶ,PHỐ QUANG TRUNG & LÝ THƯỜNG KIỆT 80M²,"PHỐ – QUANG TRUNG & LÝ THƯỜNG KIỆT – 80M² – 6 TẦNG – THANG MÁY – GIÁ 23 TỶ, Hà Đông, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"PHỐ QUANG TRUNG & LÝ THƯỜNG KIỆT 80M², Hà Đông, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
136769,https://batdongsan.vn/ban-nha-dinh-cong-hoang-mai-lo-goc-o-to-qua-61m2-87-ty-r136769,Hà Nội,Hoàng Mai,street_only,title,"BÁN NHÀ ĐỊNH CÔNG, HOÀNG MAI, LÔ GÓC Ô TÔ QUA, 61M2, 8.7 TỶ",ĐỊNH CÔNG HOÀNG MAI LÔ GÓC Ô TÔ QUA,"BÁN NHÀ ĐỊNH CÔNG, HOÀNG MAI, LÔ GÓC Ô TÔ QUA, 61M2, 8.7 TỶ, Hoàng Mai, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"ĐỊNH CÔNG HOÀNG MAI LÔ GÓC Ô TÔ QUA, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
135159,https://batdongsan.vn/ban-toa-ccmn-pho-tan-trieu-70-m2-x7-tang-22-phong-khep-kin-r135159,Hà Nội,Thanh Trì,street_only,title,Phố Tân Triều 70 m2 X7 Tầng + 22 Phòng Khép Kín 💥💥,Phố Tân Triều 70 m2 X7 Tầng + 22 Phòng Khép Kín 💥💥,"Phố Tân Triều 70 m2 X7 Tầng + 22 Phòng Khép Kín 💥💥, Thanh Trì, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"Phố Tân Triều 70 m2 X7 Tầng + 22 Phòng Khép Kín 💥💥, Thanh Trì, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
113321,https://batdongsan.vn/ban-nha-lien-ke-pho-khuat-duy-tien-thong-sang-duong-nguyen-trai-o-to-do-cua-73m2-nha-dep-5-tang-gia-92-ty-r283515,Hà Nội,Thanh Xuân,street_only,title,phố Khuất Duy Tiến thông sang đường Nguyễn Trãi,phố Khuất Duy Tiến thông sang đường Nguyễn Trãi,"phố Khuất Duy Tiến thông sang đường Nguyễn Trãi, Thanh Xuân, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"phố Khuất Duy Tiến thông sang đường Nguyễn Trãi, Thanh Xuân, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
179082,https://batdongsan.vn/nha-moi-kinh-kong-oto-do-cua-san-choi-rong-thoang-r179082,Hà Nội,Bắc Từ Liêm,street_only,title,NHÀ MỚI KÍNH KONG - OTO ĐỖ CỬA - SÂN CHƠI RỘNG THOÁNG,KÍNH KONG OTO ĐỖ CỬA SÂN CHƠI RỘNG THOÁNG,"NHÀ MỚI KÍNH KONG - OTO ĐỖ CỬA - SÂN CHƠI RỘNG THOÁNG, Bắc Từ Liêm, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"KÍNH KONG OTO ĐỖ CỬA SÂN CHƠI RỘNG THOÁNG, Bắc Từ Liêm, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
173680,https://batdongsan.vn/can-nha-cuoi-cung-gia-tot-nhat-vo-chi-cong-ho-tay-giam-ngay-800-trieu-r173680,Hà Nội,Cầu Giấy,street_only,title,"CĂN NHÀ CUỐI CÙNG GIÁ TỐT NHẤT VÕ CHÍ CÔNG - HỒ TÂY, GIẢM NGAY 800 TRIỆU!",CĂN NHÀ CUỐI CÙNG GIÁ TỐT NHẤT VÕ CHÍ CÔNG HỒ TÂY GIẢM NGAY,"CĂN NHÀ CUỐI CÙNG GIÁ TỐT NHẤT VÕ CHÍ CÔNG - HỒ TÂY, GIẢM NGAY 800 TRIỆU!, Cầu Giấy, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"CĂN NHÀ CUỐI CÙNG GIÁ TỐT NHẤT VÕ CHÍ CÔNG HỒ TÂY GIẢM NGAY, Cầu Giấy, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
102894,https://batdongsan.vn/chi-voi-315-ty-chinh-kinh-thanh-xuan-gan-pho-6-tang-full-do-o-to-do-gan-r273086,Hà Nội,Thanh Xuân,street_only,title,PHỐ - 6 TẦNG - FULL ĐỒ - Ô TÔ ĐỖ GẦN,PHỐ FULL ĐỒ Ô TÔ ĐỖ GẦN,"PHỐ - 6 TẦNG - FULL ĐỒ - Ô TÔ ĐỖ GẦN, Thanh Xuân, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"PHỐ FULL ĐỒ Ô TÔ ĐỖ GẦN, Thanh Xuân, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
92670,https://batdongsan.vn/chuyen-la-khuat-duy-tien-o-to-tranh-tang-noi-that-gia-35ty-r262845,Hà Nội,Thanh Xuân,street_only,description,CHUYỆN LẠ! Khuất Duy Tiến _ Ô tô Tránh_ tặng Nội thất_ giá 3.5tỷ.,CHUYỆN LẠ Khuất Duy Tiến tặng Nội thất,"CHUYỆN LẠ! Khuất Duy Tiến _ Ô tô Tránh_ tặng Nội thất_ giá 3.5tỷ., Thanh Xuân, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"CHUYỆN LẠ Khuất Duy Tiến tặng Nội thất, Thanh Xuân, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
139198,https://batdongsan.vn/ban-nha-pho-hoang-cau-khu-phan-lo-gan-ho-sinh-thai-42mx4t-gia-1295-ty-lh-0396935190-r139198,Hà Nội,Đống Đa,street_only,title,Phố Hoàng Cầu,Phố Hoàng Cầu,"Phố Hoàng Cầu, Đống Đa, Hà Nội, Việt Nam",STREET_MATCH,21.0189698,105.8248282,"Phố Hoàng Cầu, Nam Đồng, Phường Đống Đa, Thành phố Hà Nội, 11527, Việt Nam",4,ADMIN_MATCH,STREET,True,"Phố Hoàng Cầu, Đống Đa, Thành phố Hà Nội, Việt Nam",STREET_MATCH,21.0189698,105.8248282,"Phố Hoàng Cầu, Nam Đồng, Phường Đống Đa, Thành phố Hà Nội, 11527, Việt Nam",5,ADMIN_MATCH,STREET,True
171786,https://batdongsan.vn/ban-nha-trung-tam-quan-dong-da-nha-moi-7-tang-thang-may-kinh-doanh-o-to-vao-nha-40m-13-ty-r171786,Hà Nội,Đống Đa,street_only,description,BÁN NHÀ TRUNG TÂM QUẬN ĐỐNG ĐA NHÀ MỚI 7 TẦNG THANG MÁY KINH DOANH Ô TÔ VÀO NHÀ 40M 13 TỶ,TRUNG TÂM QUẬN ĐỐNG ĐA,"BÁN NHÀ TRUNG TÂM QUẬN ĐỐNG ĐA NHÀ MỚI 7 TẦNG THANG MÁY KINH DOANH Ô TÔ VÀO NHÀ 40M 13 TỶ, Đống Đa, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"TRUNG TÂM QUẬN ĐỐNG ĐA, Thành phố Hà Nội, Việt Nam",STREET_MATCH,21.0207825,105.824034,"Trung tâm Tuệ Quang, 55, Ngõ 16 Phố Hoàng Cầu, Hoàng Cầu, Phường Ô Chợ Dừa, Thành phố Hà Nội, 11511, Việt Nam",2,ADMIN_PARTIAL_MATCH,UNKNOWN,False
183757,https://batdongsan.vn/nhacanhtruong-doanthi-diemnam-tu-liemthang-mayoto-45mx6tmt5m148ty-r183757,Hà Nội,Nam Từ Liêm,street_only,title,"NHÀCẠNHTRƯỜNG ĐOÀNTHỊ ĐIỂM,NAM TỪ LIÊM,THANG MÁY,OTO ,45Mx6T,MT=5M,14,8ty",NHÀCẠNHTRƯỜNG ĐOÀNTHỊ ĐIỂM NAM TỪ LIÊM OTO 45Mx6T MT= 14 8ty,"NHÀCẠNHTRƯỜNG ĐOÀNTHỊ ĐIỂM,NAM TỪ LIÊM,THANG MÁY,OTO ,45Mx6T,MT=5M,14,8ty, Nam Từ Liêm, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"NHÀCẠNHTRƯỜNG ĐOÀNTHỊ ĐIỂM NAM TỪ LIÊM OTO 45Mx6T MT= 14 8ty, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
155929,https://batdongsan.vn/ban-nha-vu-trong-phung-sieu-net-40m5t35m-mt-gia-9-ty-r155929,Hà Nội,Thanh Xuân,street_only,title,"BÁN NHÀ VU TRỌNG PHỤNG ! SIÊU NET .40M.5T.3,5M MT GIÁ 9 TỶ .",VU TRỌNG PHỤNG SIÊU NET 5T 3 MT,"BÁN NHÀ VU TRỌNG PHỤNG ! SIÊU NET .40M.5T.3,5M MT GIÁ 9 TỶ ., Thanh Xuân, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"VU TRỌNG PHỤNG SIÊU NET 5T 3 MT, Thanh Xuân, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
131936,https://batdongsan.vn/lo-goc-duong-quang-ham-cau-giay-52m2-x-5t-mt-4m-16-ty-o-to-vao-nha-r131936,Hà Nội,Cầu Giấy,street_only,title,LÔ GÓC DƯƠNG QUẢNG HÀM - CẦU GIẤY - 52M2 x 5T - MT 4M - 16 TỶ - Ô TÔ VÀO NHÀ,LÔ GÓC DƯƠNG QUẢNG HÀM CẦU GIẤY x 5T MT,"LÔ GÓC DƯƠNG QUẢNG HÀM - CẦU GIẤY - 52M2 x 5T - MT 4M - 16 TỶ - Ô TÔ VÀO NHÀ, Cầu Giấy, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"LÔ GÓC DƯƠNG QUẢNG HÀM CẦU GIẤY x 5T MT, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
135873,https://batdongsan.vn/duong-hoang-mai-quan-hoang-mai-gia-binh-dan-cho-nguoi-thu-nhap-thap-r135873,Hà Nội,Quận Hoàng Mai,street_only,title,Đường Hoàng Mai- Quận Hoàng Mai- Giá bình dân cho người thu nhập thấp,Đường Hoàng Mai Quận Hoàng Mai Giá bình dân cho người thu nhập thấp,"Đường Hoàng Mai- Quận Hoàng Mai- Giá bình dân cho người thu nhập thấp, Quận Hoàng Mai, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"Đường Hoàng Mai Quận Hoàng Mai Giá bình dân cho người thu nhập thấp, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
153804,https://batdongsan.vn/ban-nha-bui-quoc-khai-hoang-mai-phan-lo-20m-o-to-tranh-51m2-112tyctl-r153804,Hà Nội,Hoàng Mai,street_only,title,"BÁN NHÀ BÙI QUỐC KHÁI, HOÀNG MAI, PHÂN LÔ 20M Ô TÔ TRÁNH, 51M2, 11.2TỶ(CTL)",BÙI QUỐC KHÁI HOÀNG MAI,"BÁN NHÀ BÙI QUỐC KHÁI, HOÀNG MAI, PHÂN LÔ 20M Ô TÔ TRÁNH, 51M2, 11.2TỶ(CTL), Hoàng Mai, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"BÙI QUỐC KHÁI HOÀNG MAI, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
164976,https://batdongsan.vn/ban-nha-phan-lo-khuong-trung-o-to-vong-quanh-view-vuon-hoa-r164976,Hà Nội,Thanh Xuân,street_only,title,BÁN NHÀ PHÂN LÔ KHƯƠNG TRUNG – Ô TÔ VÒNG QUANH – VIEW VƯỜN HOA,KHƯƠNG TRUNG Ô TÔ VÒNG QUANH VIEW VƯỜN HOA,"BÁN NHÀ PHÂN LÔ KHƯƠNG TRUNG – Ô TÔ VÒNG QUANH – VIEW VƯỜN HOA, Thanh Xuân, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"KHƯƠNG TRUNG Ô TÔ VÒNG QUANH VIEW VƯỜN HOA, Thanh Xuân, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
150633,https://batdongsan.vn/ngoc-thuy-38-m-4t-mt-35m-gia-83-ty-long-bien-r150633,Hà Nội,Long Biên,street_only,title,Ngọc Thụy 38 M 4T MT 3.5M Giá 8.3 tỷ Long Biên,Ngọc Thụy 38 M 4T MT 3,"Ngọc Thụy 38 M 4T MT 3.5M Giá 8.3 tỷ Long Biên, Long Biên, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"Ngọc Thụy 38 M 4T MT 3, Long Biên, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
161260,https://batdongsan.vn/nha-moi-dong-co-thuy-khue-thang-may-dt-38m2-6-tang-mat-tien-62m-gia-115-ty-r161260,Hà Nội,Tây Hồ,street_only,title,mặt tiền 6.2m Giá 11.5 tỷ,6,"mặt tiền 6.2m Giá 11.5 tỷ, Tây Hồ, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"6, Tây Hồ, Thành phố Hà Nội, Việt Nam",STREET_MATCH,21.0648328,105.8257779,"Trường Tiểu học Quảng An, 6, Ngõ 6 Đặng Thai Mai, Tây Hồ, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",3,ADMIN_MATCH,UNKNOWN,False
145723,https://batdongsan.vn/nha-mat-pho-lo-duc-55m2-7t-thang-may-cuc-dep-kinh-doanh-o-to-do-cua-37-ty-tl-manh-r145723,Hà Nội,Hai Bà Trưng,street_only,title,phố Lò Đúc 55m2 7T thang máy cực đẹp kinh doanh ô tô đỗ cửa 37 tỷ TL mạnh,phố Lò Đúc 7T cực đẹp,"phố Lò Đúc 55m2 7T thang máy cực đẹp kinh doanh ô tô đỗ cửa 37 tỷ TL mạnh, Hai Bà Trưng, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"phố Lò Đúc 7T cực đẹp, Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",EXACT_MATCH,21.0149457,105.8520631,"Phường Hai Bà Trưng, Thành phố Hà Nội, 11626, Việt Nam",1,ADMIN_MATCH,WARD,True
157284,https://batdongsan.vn/nha-kim-giang-thanh-tri-o-to-do-cong-gan-pho-o-ngay-full-noi-that-35m2-74tyctl-r157284,Hà Nội,Thanh Trì,street_only,description,"NHÀ KIM GIANG, THANH TRÌ, Ô TÔ ĐỖ CỔNG, GẦN PHỐ, Ở NGAY FULL NỘI THẤT, 35M2, 7.4Tỷ(CTL)",NHÀ KIM GIANG THANH TRÌ Ô TÔ ĐỖ CỔNG GẦN PHỐ,"NHÀ KIM GIANG, THANH TRÌ, Ô TÔ ĐỖ CỔNG, GẦN PHỐ, Ở NGAY FULL NỘI THẤT, 35M2, 7.4Tỷ(CTL), Thanh Trì, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"NHÀ KIM GIANG THANH TRÌ Ô TÔ ĐỖ CỔNG GẦN PHỐ, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
148751,https://batdongsan.vn/ban-nhanh-nha-5-tang-pho-quan-nhan-thanh-xuan-30m2-nha-dep-o-luon-gia-chi-co-79-ty-r148751,Hà Nội,Thanh Xuân,street_only,title,phố Quan Nhân - Thanh Xuân,phố Quan Nhân Thanh Xuân,"phố Quan Nhân - Thanh Xuân, Thanh Xuân, Hà Nội, Việt Nam",STREET_MATCH,21.0001961,105.802516,"Agribank, 90, Phố Ngụy Như Kon Tum, Quan Nhân, Kẻ Mọc (Nhân Mục), Phường Thanh Xuân, Thành phố Hà Nội, 11417, Việt Nam",3,ADMIN_MATCH,UNKNOWN,False,"phố Quan Nhân Thanh Xuân, Thành phố Hà Nội, Việt Nam",STREET_MATCH,21.0001961,105.802516,"Agribank, 90, Phố Ngụy Như Kon Tum, Quan Nhân, Kẻ Mọc (Nhân Mục), Phường Thanh Xuân, Thành phố Hà Nội, 11417, Việt Nam",3,ADMIN_MATCH,UNKNOWN,False
157434,https://batdongsan.vn/ban-nha-4-tang-pho-ngoc-thuy-ful-noi-that-co-thang-may-r157434,Hà Nội,Long Biên,street_only,title,PHỐ NGỌC THỤY-FUL NỘI THẤT - CÓ THANG MÁY,PHỐ NGỌC THỤY FUL NỘI THẤT CÓ,"PHỐ NGỌC THỤY-FUL NỘI THẤT - CÓ THANG MÁY, Long Biên, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"PHỐ NGỌC THỤY FUL NỘI THẤT CÓ, Long Biên, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
191476,https://batdongsan.vn/ban-nha-ngoc-lam-full-noi-that-30m2-6-tang-gia-83-ty-r191476,Hà Nội,Long Biên,street_only,title,BÁN NHÀ NGỌC LÂM – FULL NỘI THẤT – 30M² – 6 TẦNG – GIÁ 8.3 TỶ,NGỌC LÂM 30M²,"BÁN NHÀ NGỌC LÂM – FULL NỘI THẤT – 30M² – 6 TẦNG – GIÁ 8.3 TỶ, Long Biên, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"NGỌC LÂM 30M², Long Biên, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
177201,https://batdongsan.vn/nha-7-tang-thang-may-xuan-la-chdv-mini-242-ty-r177201,Hà Nội,Tây Hồ,street_only,title,NHÀ 7 TẦNG THANG MÁY – XUÂN LA – CHDV MINI – 24.2 TỶ,NHÀ XUÂN LA CHDV MINI,"NHÀ 7 TẦNG THANG MÁY – XUÂN LA – CHDV MINI – 24.2 TỶ, Tây Hồ, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"NHÀ XUÂN LA CHDV MINI, Tây Hồ, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
163322,https://batdongsan.vn/sieu-pham-khuong-ha-o-to-tranh-kinh-doanh-43m2-5-tang-1389-ty-r163322,Hà Nội,Thanh Xuân,street_only,title,"SIÊU PHẨM KHƯƠNG HẠ – Ô TÔ TRÁNH, KINH DOANH, 43M2 , 5 TẦNG, 13.89 TỶ",KHƯƠNG HẠ,"SIÊU PHẨM KHƯƠNG HẠ – Ô TÔ TRÁNH, KINH DOANH, 43M2 , 5 TẦNG, 13.89 TỶ, Thanh Xuân, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"KHƯƠNG HẠ, Thanh Xuân, Thành phố Hà Nội, Việt Nam",STREET_MATCH,20.9999984,105.8279102,"BIDV, 36, Phố Lê Trọng Tấn, Khương Trung, Phương Liệt, Phường Phương Liệt, Thành phố Hà Nội, 11412, Việt Nam",2,ADMIN_PARTIAL_MATCH,UNKNOWN,False
143884,https://batdongsan.vn/chinh-chu-phap-ly-day-du-nha-mat-duong-chien-thang-2-o-tranh-gan-cho-co-cho-de-o-to-truoc-cua-r143884,Hà Nội,Hà Đông,street_only,title,đường Chiến Thắng 2 ô tránh,đường Chiến Thắng 2 ô tránh,"đường Chiến Thắng 2 ô tránh, Hà Đông, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"đường Chiến Thắng 2 ô tránh, Hà Đông, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
141929,https://batdongsan.vn/ban-nha-pho-tran-quy-kien-cau-giay-6-tang-thiet-ke-thong-san-via-he-o-to-tranh-kinh-doanh-r141929,Hà Nội,Cầu Giấy,street_only,title,Phố trần Quý Kiên,Phố trần Quý Kiên,"Phố trần Quý Kiên, Cầu Giấy, Hà Nội, Việt Nam",EXACT_MATCH,21.0371031,105.7919194,"Phố Trần Quý Kiên, Hoài Đức Phủ, Kẻ Vòng (Dịch Vọng), Phường Cầu Giấy, Thành phố Hà Nội, 11314, Việt Nam",1,ADMIN_MATCH,STREET,True,"Phố trần Quý Kiên, Cầu Giấy, Thành phố Hà Nội, Việt Nam",EXACT_MATCH,21.0371031,105.7919194,"Phố Trần Quý Kiên, Hoài Đức Phủ, Kẻ Vòng (Dịch Vọng), Phường Cầu Giấy, Thành phố Hà Nội, 11314, Việt Nam",1,ADMIN_MATCH,STREET,True
184549,https://batdongsan.vn/ban-nha-mat-pho-dai-linh-hiem-trong-phan-khuc-248-ty-oto-kinh-doanh-via-he-r184549,Hà Nội,Nam Từ Liêm,street_only,title,PHỐ ĐẠI LINH - HIẾM TRONG PHÂN KHÚC - 24.8 Tỷ - OTO - KINH DOANH - VỈA HÈ,PHỐ ĐẠI LINH TRONG PHÂN KHÚC,"PHỐ ĐẠI LINH - HIẾM TRONG PHÂN KHÚC - 24.8 Tỷ - OTO - KINH DOANH - VỈA HÈ, Nam Từ Liêm, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"PHỐ ĐẠI LINH TRONG PHÂN KHÚC, Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
