id,detail_url,original_location,title,address_raw,address_normalized,geocoding_query,street,ward,district_detail,province_detail,address_source,granularity
110807,https://batdongsan.vn/nha-hxh-xvnt-phuong-21-quan-binh-thanh-19m2x25t-sat-quan-1-2ty-hon-r281001,"Bình Thạnh, Hồ Chí Minh","✨Nhà HXH X.V.N.T, phường 21, quận Bình Thạnh-19m2x2,5T-Sát Quận 1- 2tỷ hơn✨","✨Nhà HXH X.V.N.T, phường 21, quận Bình Thạnh-19m2x2,5T-Sát Quận 1- 2tỷ hơn✨","✨Nhà HXH X.V.N.T, phường 21, quận Bình Thạnh-19m2x2,5T-Sát Quận 1- 2tỷ hơn✨","✨Nhà HXH X.V.N.T, phường 21, quận Bình Thạnh-19m2x2,5T-Sát Quận 1- 2tỷ hơn✨, Quận Bình Thạnh, Hồ Chí Minh, Việt Nam","Hxh X.V.N.T,",Phường 21,Quận Bình Thạnh,Hồ Chí Minh,description,ALLEY_OR_LANE
161276,https://batdongsan.vn/hoa-haube-van-danquang-trungha-dong40m-5-tang-gia-hon-8-ty-r161276,"Hà Đông, Hà Nội","HOA HẬU,BÊ VĂN ĐAN,QUANG TRUNG,HÀ ĐÔNG,40M 5 TẦNG GIÁ HƠN 8 TỶ","Ngay gần Ga Cát Linh Hà Đông, Bệnh viện,siêu thị ,trường","Ngay gần Ga Cát Linh Hà Đông, Bệnh viện,siêu thị ,trường","Ngay gần Ga Cát Linh Hà Đông, Bệnh viện,siêu thị ,trường, Hà Nội, Việt Nam","Hoa Hậu,Bê Văn Đan,Quang Trung,Hà Đông,40M",,Hà Đông,Hà Nội,dedicated_address,STREET_LEVEL
135308,https://batdongsan.vn/ban-can-ho-tap-the-tang-1-nhan-hoa-vu-trong-phung-o-to-kd-72m-3pn-4-ty-hon-r135308,"Thanh Xuân, Hà Nội","Bán Căn Hộ Tập Thể Tầng 1 Nhân Hoà, Vũ Trọng Phụng, Ô Tô, KD 72m 3PN 4 Tỷ Hơn.","Bán Căn Hộ Tập Thể Tầng 1 Nhân Hoà, Vũ Trọng Phụng, Ô Tô, KD 72m 3PN 4 Tỷ Hơn.","Bán Căn Hộ Tập Thể Tầng 1 Nhân Hoà, Vũ Trọng Phụng, Ô Tô, KD 72m 3PN 4 Tỷ Hơn.","Bán Căn Hộ Tập Thể Tầng 1 Nhân Hoà, Vũ Trọng Phụng, Ô Tô, KD 72m 3PN 4 Tỷ Hơn., Thanh Xuân, Hà Nội, Việt Nam",,,Thanh Xuân,Hà Nội,title,DISTRICT_ONLY_OR_COARSE
144485,https://batdongsan.vn/san-pham-gia-re-nhat-khu-vuc-hbc-sau-gigamall-chi-50trm2-ful-tho-r144485,"Thủ Đức, Hồ Chí Minh",Sản Phảm Giá Rẻ Nhất Khu Vực HBC Sau Gigamall Chỉ 50tr/m2 Ful Thổ,"Đường số 22, Phường Hiệp Bình Chánh, TP Thủ Đức","Đường số 22, Phường Hiệp Bình Chánh, TP Thủ Đức","Đường số 22, Phường Hiệp Bình Chánh, TP Thủ Đức, Hồ Chí Minh, Việt Nam",Đường Số 22,Phường Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh,dedicated_address,STREET_AND_WARD
103882,https://batdongsan.vn/p15-tan-binh-hxh-7-cho-1-can-ra-mat-tien-45m2-gia-hon-3-ty-r274076,"Tân Bình, Hồ Chí Minh",P15 - Tân Bình – HXH 7 chỗ - 1 căn ra mặt tiền – 45m2 – giá hơn 3 tỷ.,"Cách Mặt tiền Cống Lở 1 căn, oto vô tận cửa","Cách Mặt tiền Cống Lở 1 căn, oto vô tận cửa","Cách Mặt tiền Cống Lở 1 căn, oto vô tận cửa, Tân Bình, Hồ Chí Minh, Việt Nam",Mặt Tiền Cống Lở 1 Căn,,Tân Bình,Hồ Chí Minh,dedicated_address,ALLEY_OR_LANE
111112,https://batdongsan.vn/nha-dep-duong-so-thong-le-van-viet-55m2-2-tang-khu-phan-lo-dep-cho-thue-o-to-dau-r281306,"Quận 9, Hồ Chí Minh","Nhà đẹp đường số thông Lê Văn Việt, 55m2 , 2 tầng, khu phân lô đẹp , cho thuê , ô tô đậu",đường số thông Lê Văn Việt,đường số thông Lê Văn Việt,"đường số thông Lê Văn Việt, Quận 9, Hồ Chí Minh, Việt Nam",,,Quận 9,Hồ Chí Minh,title,STREET_LEVEL
182575,https://batdongsan.vn/nguyen-khang-51m-chi-79-ty-nha-depfull-noi-thatgan-bai-gui-xengo-thong-r182575,"Cầu Giấy, Hà Nội","NGUYỄN KHANG 51M CHỈ 7,9 TỶ NHÀ ĐẸP,FULL NỘI THẤT,GẦN BÃI GỦI XE,NGÕ THÔNG","Nguyễn Khang, Yên Hòa, Cầu Giấy, Hà Nội (ngõ thông các hướng nha, đi lại tiện lợi lắm ạ!)","Nguyễn Khang, Yên Hòa, Cầu Giấy, Hà Nội (ngõ thông các hướng nha, đi lại tiện lợi lắm ạ!)","Nguyễn Khang, Yên Hòa, Cầu Giấy, Hà Nội (ngõ thông các hướng nha, đi lại tiện lợi lắm ạ!), Việt Nam",Ngõ Thông Các Hướng Nha,,Cầu Giấy,Hà Nội,dedicated_address,ALLEY_OR_LANE
146576,https://batdongsan.vn/sieu-pham-bau-cat-hem-xe-hoi-50m-ra-mat-tien-47m2-4-tang-full-noi-that-gia-chi-58-ty-r146576,"Tân Bình, Hồ Chí Minh","SIÊU PHẨM BÀU CÁT, HẺM XE HƠI 50M RA MẶT TIỀN, 47M2, 4 TẦNG FULL NỘI THẤT GIÁ CHỈ 5.8 TỶ",HẺM XE HƠI 50M RA MẶT TIỀN,HẺM XE HƠI 50M RA MẶT TIỀN,"HẺM XE HƠI 50M RA MẶT TIỀN, Tân Bình, Hồ Chí Minh, Việt Nam",,,Tân Bình,Hồ Chí Minh,title,ALLEY_OR_LANE
166949,https://batdongsan.vn/duoi-3-ty-shr-gan-song-sai-gon-ban-nha-thanh-loc-ho-tro-vay-bank-toi-da-r166949,"Quận 12, Hồ Chí Minh","Dưới 3 tỷ SHR gần sông Sài Gòn, bán nhà Thạnh Lộc hỗ trợ vay Bank tối đa","Dưới 3 tỷ SHR gần sông Sài Gòn, bán nhà Thạnh Lộc hỗ trợ vay Bank tối đa","Dưới 3 tỷ SHR gần sông Sài Gòn, bán nhà Thạnh Lộc hỗ trợ vay Bank tối đa","Dưới 3 tỷ SHR gần sông Sài Gòn, bán nhà Thạnh Lộc hỗ trợ vay Bank tối đa, Quận 12, Hồ Chí Minh, Việt Nam",,,Quận 12,Hồ Chí Minh,title,LANDMARK_OR_NEIGHBORHOOD
95330,https://batdongsan.vn/ban-nha-mat-ngo-91-nguyen-chi-thanh-dong-da-40m-4-tang-gia-12-ty-r265505,"Đống Đa, Hà Nội","Bán nhà mặt ngõ 91 Nguyễn Chi Thanh, Đống Đa 40m, 4 tầng. Giá: 12 tỷ",ngõ 91 Nguyễn Chi Thanh,ngõ 91 Nguyễn Chi Thanh,"ngõ 91 Nguyễn Chi Thanh, Đống Đa, Hà Nội, Việt Nam",,,Đống Đa,Hà Nội,title,ALLEY_OR_LANE
110452,https://batdongsan.vn/nha-pho-nguyen-chi-thanh50mngay-bai-gui-o-togan-chodan-tri-cao74-ty0348051001-r280646,"Đống Đa, Hà Nội","Nhà phố Nguyễn Chí Thanh,50m,ngay bãi gửi ô tô,gần chợ,dân trí cao,7.4 tỷ,0348051001",phố Nguyễn Chí Thanh,phố Nguyễn Chí Thanh,"phố Nguyễn Chí Thanh, Đống Đa, Hà Nội, Việt Nam",,,Đống Đa,Hà Nội,title,STREET_LEVEL
88597,https://batdongsan.vn/ban-nha-nguyen-van-tuyeto-to-kinh-doanh-ngo-thong-ra-pho-10m-mat-tien-cuc-rong-17ty130m2-r258767,"Đống Đa, Hà Nội",BÁN NHÀ NGUYỄN VĂN TUYẾT:Ô TÔ-KINH DOANH-NGÕ THÔNG-RA PHỐ 10M-MẶT TIỀN CỰC RỘNG-17TỶ/130M2,NGÕ THÔNG-RA PHỐ 10M-MẶT TIỀN CỰC RỘNG-17TỶ/130M2,NGÕ THÔNG-RA PHỐ 10M-MẶT TIỀN CỰC RỘNG-17TỶ/130M2,"NGÕ THÔNG-RA PHỐ 10M-MẶT TIỀN CỰC RỘNG-17TỶ/130M2, Đống Đa, Hà Nội, Việt Nam",Ngõ Thông,,Đống Đa,Hà Nội,title,ALLEY_OR_LANE
85484,https://batdongsan.vn/hem-7m-xe-hoi-ngu-trong-nha-4-tang-btct-5pn-so-vuong-a4-75m2-chi-67-ty-r255649,"Bình Tân, Hồ Chí Minh","HẺM 7M - XE HƠI NGỦ TRONG NHÀ - 4 TẦNG BTCT - 5PN - SỔ VUÔNG A4 - 75M2 - CHỈ 6,7 TỶ.",HẺM 7M - XE HƠI NGỦ TRONG NHÀ - 4 TẦNG BTCT - 5PN - SỔ VUÔNG A4 - 75M2 - CHỈ 6,HẺM 7M - XE HƠI NGỦ TRONG NHÀ - 4 TẦNG BTCT - 5PN - SỔ VUÔNG A4 - 75M2 - CHỈ 6,"HẺM 7M - XE HƠI NGỦ TRONG NHÀ - 4 TẦNG BTCT - 5PN - SỔ VUÔNG A4 - 75M2 - CHỈ 6, Bình Tân, Hồ Chí Minh, Việt Nam",Hẻm 7M,,Bình Tân,Hồ Chí Minh,title,HOUSE_LEVEL
147191,https://batdongsan.vn/nha-dang-cap-xe-hoi-ngu-nha-50m2-luen-ke-phu-my-hung-r147191,"Nhà Bè, Hồ Chí Minh","Nhà đẳng cấp - XE HƠI NGỦ NHÀ 50m2, luền kề Phú Mỹ Hưng","Nhà đẳng cấp - XE HƠI NGỦ NHÀ 50m2, luền kề Phú Mỹ Hưng","Nhà đẳng cấp - XE HƠI NGỦ NHÀ 50m2, luền kề Phú Mỹ Hưng","Nhà đẳng cấp - XE HƠI NGỦ NHÀ 50m2, luền kề Phú Mỹ Hưng, Nhà Bè, Hồ Chí Minh, Việt Nam",Xe Hơi Ngủ Nhà,,Nhà Bè,Hồ Chí Minh,title,STREET_LEVEL
189981,https://batdongsan.vn/mat-pho-co-long-duong-o-to-tranh-via-he-menh-mong-kinh-doanh-vo-doi-5-tang-dep-nhinh-25-ty-r189981,"Hoàn Kiếm, Hà Nội","MẶT PHỐ CỔ LÒNG ĐƯỜNG Ô TÔ TRÁNH, VỈA HÈ MÊNH MÔNG, KINH DOANH VÔ ĐỐI 5 TẦNG ĐẸP NHỈNH 25 TỶ",PHỐ CỔ LÒNG ĐƯỜNG Ô TÔ TRÁNH,PHỐ CỔ LÒNG ĐƯỜNG Ô TÔ TRÁNH,"PHỐ CỔ LÒNG ĐƯỜNG Ô TÔ TRÁNH, Hoàn Kiếm, Hà Nội, Việt Nam",Mặt Phố Cổ Lòng Đường,,Hoàn Kiếm,Hà Nội,title,STREET_LEVEL
129372,https://batdongsan.vn/ban-nha-mat-pho-an-duong-vuong-110m2-x-3-tang-mat-tien-55m-o-to-tranh-r129372,"Tây Hồ, Hà Nội",Bán nhà  mặt phố An Dương Vương 110m2 x 3 tầng mặt tiền 5.5m ô tô tránh,phố An Dương Vương 110m2 x 3 tầng mặt tiền 5.5m ô tô tránh,phố An Dương Vương 110m2 x 3 tầng mặt tiền 5.5m ô tô tránh,"phố An Dương Vương 110m2 x 3 tầng mặt tiền 5.5m ô tô tránh, Tây Hồ, Hà Nội, Việt Nam",,,Tây Hồ,Hà Nội,title,STREET_LEVEL
181425,https://batdongsan.vn/nha-pho-thang-may-dang-cap-4-tang-full-noi-that-ngay-nga-tu-ga-quan-12-r181425,"Quận 12, Hồ Chí Minh",NHÀ PHỐ THANG MÁY - ĐẲNG CẤP - 4 TẦNG - FULL NỘI THẤT NGAY NGÃ TƯ GA - QUẬN 12,PHỐ THANG MÁY - ĐẲNG CẤP - 4 TẦNG - FULL NỘI THẤT NGAY NGÃ TƯ GA - QUẬN 12,PHỐ THANG MÁY - ĐẲNG CẤP - 4 TẦNG - FULL NỘI THẤT NGAY NGÃ TƯ GA - QUẬN 12,"PHỐ THANG MÁY - ĐẲNG CẤP - 4 TẦNG - FULL NỘI THẤT NGAY NGÃ TƯ GA - QUẬN 12, Quận 12, Hồ Chí Minh, Việt Nam",Phố Thang Máy,,Quận 12,Hồ Chí Minh,title,STREET_LEVEL
95623,https://batdongsan.vn/ban-nha-1tret-2lau-hem-xe-hoi-p-linh-tay-thu-duc-dt-131-m2-gia-12-ty-r265798,"Thủ Đức, Hồ Chí Minh","Bán nhà 1Trệt 2Lầu, hẻm xe hơi, P. Linh Tây Thủ Đức, dt 131 m2 giá 12 tỷ","Cách đường chính số 9 100m, khoảng 700m là ra Phạm Văn Đồng, Kha Vạn Cân","Cách đường chính số 9 100m, khoảng 700m là ra Phạm Văn Đồng, Kha Vạn Cân","Cách đường chính số 9 100m, khoảng 700m là ra Phạm Văn Đồng, Kha Vạn Cân, Thủ Đức, Hồ Chí Minh, Việt Nam",Đường Chính Số 9 100M,P. Linh Tây Thủ Đức,Thủ Đức,Hồ Chí Minh,dedicated_address,ALLEY_OR_LANE
186127,https://batdongsan.vn/mat-tien-kinh-doanh-khu-tan-thanh-tan-phu-dt-80m2-a4-5-tang-r186127,"Tân Phú, Hồ Chí Minh","Mặt Tiền Kinh Doanh Khu Tân Thành, Tân Phú - DT 80m2, A4, 5 Tầng",Mặt Tiền Kinh Doanh Khu Tân Thành,Mặt Tiền Kinh Doanh Khu Tân Thành,"Mặt Tiền Kinh Doanh Khu Tân Thành, Tân Phú, Hồ Chí Minh, Việt Nam",,,Tân Phú,Hồ Chí Minh,title,DISTRICT_ONLY_OR_COARSE
119436,https://batdongsan.vn/ban-gap-nha-nguyen-khanh-toan-phuong-quan-hoa-cau-giay-55m2-53-ty-gan-pho-r119436,"Cầu Giấy, Hà Nội",BÁN GẤP NHÀ NGUYỄN KHÁNH TOÀN PHƯỜNG QUAN HOA CẦU GIẤY 55M2 5.3 TỶ GẦN PHỐ,BÁN GẤP NHÀ NGUYỄN KHÁNH TOÀN PHƯỜNG QUAN HOA CẦU GIẤY 55M2 5.3 TỶ GẦN PHỐ,BÁN GẤP NHÀ NGUYỄN KHÁNH TOÀN PHƯỜNG QUAN HOA CẦU GIẤY 55M2 5.3 TỶ GẦN PHỐ,"BÁN GẤP NHÀ NGUYỄN KHÁNH TOÀN PHƯỜNG QUAN HOA CẦU GIẤY 55M2 5.3 TỶ GẦN PHỐ, Cầu Giấy, Hà Nội, Việt Nam",Phố Bán Gấp Nhà Nguyễn Khánh Toàn,,Cầu Giấy,Hà Nội,description,STREET_AND_WARD
184582,https://batdongsan.vn/ban-nha-can-goc-dt-dat-1231m2-5x25m-4-tang-nguyen-thi-tan-quan-8-gia-chi-12-ty-r184582,"Quận 8, Hồ Chí Minh","Bán nhà căn góc - DT đất 123,1m2 (5x25m) - 4 tầng - Nguyễn Thị Tần, quận 8 giá chỉ 12 tỷ","Bán nhà căn góc - DT đất 123,1m2 (5x25m) - 4 tầng - Nguyễn Thị Tần, quận 8 giá chỉ 12 tỷ","Bán nhà căn góc - DT đất 123,1m2 (5x25m) - 4 tầng - Nguyễn Thị Tần, quận 8 giá chỉ 12 tỷ","Bán nhà căn góc - DT đất 123,1m2 (5x25m) - 4 tầng - Nguyễn Thị Tần, quận 8 giá chỉ 12 tỷ, Quận 8, Hồ Chí Minh, Việt Nam",,,Quận 8,Hồ Chí Minh,description,DISTRICT_ONLY_OR_COARSE
175098,https://batdongsan.vn/ban-nha-tai-dong-mai-ha-dong-dt-35m2-thiet-ke-4-tang-nhinh-3-ty-r175098,"Hà Đông, Hà Nội","BÁN NHÀ TẠI ĐỒNG MAI - HÀ ĐÔNG DT 35M2 THIẾT KẾ 4 TẦNG, NHỈNH 3 TỶ","BÁN NHÀ TẠI ĐỒNG MAI - HÀ ĐÔNG DT 35M2 THIẾT KẾ 4 TẦNG, NHỈNH 3 TỶ","BÁN NHÀ TẠI ĐỒNG MAI - HÀ ĐÔNG DT 35M2 THIẾT KẾ 4 TẦNG, NHỈNH 3 TỶ","BÁN NHÀ TẠI ĐỒNG MAI - HÀ ĐÔNG DT 35M2 THIẾT KẾ 4 TẦNG, NHỈNH 3 TỶ, Hà Đông, Hà Nội, Việt Nam",Bán Nhà Tại Đồng Mai,,Hà Đông,Hà Nội,title,STREET_LEVEL
163354,https://batdongsan.vn/so-phan-lo-via-he-menh-mong-tai-kham-thienkinh-doanh-sam-uat-52-m216-ty-2dong-tien-23trthang-r163354,"Đống Đa, Hà Nội","Sổ phân lô vỉa hè mênh mông tại Khâm Thiên,kinh doanh sầm uất 52 m2,16  tỷ 2,dòng tiên 23tr/tháng","Sổ phân lô vỉa hè mênh mông tại Khâm Thiên,kinh doanh sầm uất 52 m2,16  tỷ 2,dòng tiên 23tr/tháng","Sổ phân lô vỉa hè mênh mông tại Khâm Thiên,kinh doanh sầm uất 52 m2,16 tỷ 2,dòng tiên 23tr/tháng","Sổ phân lô vỉa hè mênh mông tại Khâm Thiên,kinh doanh sầm uất 52 m2,16 tỷ 2,dòng tiên 23tr/tháng, Đống Đa, Hà Nội, Việt Nam",,,Đống Đa,Hà Nội,title,DISTRICT_ONLY_OR_COARSE
125603,https://batdongsan.vn/ban-nha-mat-tien-5-tang-5x12m-gia-125-ty-duong-hiep-thanh-43-r125603,"Quận 12, Hồ Chí Minh","Bán nhà mặt tiền 5 tầng 5x12m giá 12,5 tỷ Đường Hiệp Thành 43","Mặt tiền đường 40m thuật tiện di chuyển kết nối Nguyễn ảnh Thủ  , Nguyễn Thị Búp Phường Vip Hiệp Thành","Mặt tiền đường 40m thuật tiện di chuyển kết nối Nguyễn ảnh Thủ , Nguyễn Thị Búp Phường Vip Hiệp Thành","Mặt tiền đường 40m thuật tiện di chuyển kết nối Nguyễn ảnh Thủ , Nguyễn Thị Búp Phường Vip Hiệp Thành, Quận 12, Hồ Chí Minh, Việt Nam",,,Quận 12,Hồ Chí Minh,dedicated_address,STREET_AND_WARD
122277,https://batdongsan.vn/can-ban-gap-nha-quan-go-vap-xe-hoi-dau-cua-so-vuong-a4-nho-xinh-lung-linh-nhinh-4-ty-r122277,"Gò Vấp, Hồ Chí Minh","CẦN BÁN GẤP NHÀ QUẬN GÒ VẤP XE HƠI ĐẬU CỬA - SỔ VUÔNG A4, NHỎ XINH LUNG LINH. NHỈNH 4 TỶ","CẦN BÁN GẤP NHÀ QUẬN GÒ VẤP XE HƠI ĐẬU CỬA - SỔ VUÔNG A4, NHỎ XINH LUNG LINH. NHỈNH 4 TỶ","CẦN BÁN GẤP NHÀ QUẬN GÒ VẤP XE HƠI ĐẬU CỬA - SỔ VUÔNG A4, NHỎ XINH LUNG LINH. NHỈNH 4 TỶ","CẦN BÁN GẤP NHÀ QUẬN GÒ VẤP XE HƠI ĐẬU CỬA - SỔ VUÔNG A4, NHỎ XINH LUNG LINH. NHỈNH 4 TỶ, Gò Vấp, Hồ Chí Minh, Việt Nam","Sổ Vuông A4, Nhỏ Xinh Lung Linh. Nhỉnh",,Gò Vấp,Hồ Chí Minh,description,STREET_LEVEL
165647,https://batdongsan.vn/nha-gan-aeon-colinh-long-bien-chao-6x-ty-dien-tich-37-m2-4-tang-mat-r165647,"Long Biên, Hà Nội","💥💥💥 NHÀ GẦN #AEON, #CỔLINH- LONG BIÊN - CHÀO 6,x TỶ 🔥🔥 
🏘️ Diện tích: 37 m2,  4 tầng, Mặt","💥💥💥 NHÀ GẦN #AEON, #CỔLINH- LONG BIÊN - CHÀO 6,x TỶ 🔥🔥 
🏘️ Diện tích: 37 m2,  4 tầng, Mặt","💥💥💥 NHÀ GẦN #AEON, #CỔLINH- LONG BIÊN - CHÀO 6,x TỶ 🔥🔥 🏘️ Diện tích: 37 m2, 4 tầng, Mặt","💥💥💥 NHÀ GẦN #AEON, #CỔLINH- LONG BIÊN - CHÀO 6,x TỶ 🔥🔥 🏘️ Diện tích: 37 m2, 4 tầng, Mặt, Long Biên, Hà Nội, Việt Nam","Nhà Gần #Aeon, #Cổlinh- Long Biên",,Long Biên,Hà Nội,title,STREET_LEVEL
175434,https://batdongsan.vn/ban-nha-hxh-quay-dau-cach-mang-thang-8-p15-q10-103m2-5-tang-ngang-61m-r175434,"Quận 10, Hồ Chí Minh","Bán nhà HXH quay đầu Cách Mạng Tháng 8, P15. Q10, 103m2, 5 tầng, ngang 6,1m","Bán nhà HXH quay đầu Cách Mạng Tháng 8, P15. Q10, 103m2, 5 tầng, ngang 6,1m","Bán nhà HXH quay đầu Cách Mạng Tháng 8, P15. Q10, 103m2, 5 tầng, ngang 6,1m","Bán nhà HXH quay đầu Cách Mạng Tháng 8, P15. Q10, 103m2, 5 tầng, ngang 6,1m, Quận 10, Hồ Chí Minh, Việt Nam","P15. Q10,",,Quận 10,Hồ Chí Minh,title,ALLEY_OR_LANE
121503,https://batdongsan.vn/ban-nha-hoang-bat-dat-phuong-15-tan-binh-dt-51m2-5-x-103-x-2-tang-chi-403-ty-tl-r121503,"Tân Bình, Hồ Chí Minh","Bán nhà Hoàng Bật Đạt, phường 15, Tân Bình, DT 51m2 (5 x 10.3) x 2 tầng, Chỉ 4.03 tỷ TL","Bán nhà Hoàng Bật Đạt, phường 15, Tân Bình, DT 51m2 (5 x 10.3) x 2 tầng, Chỉ 4.03 tỷ TL","Bán nhà Hoàng Bật Đạt, phường 15, Tân Bình","Bán nhà Hoàng Bật Đạt, phường 15, Tân Bình, Hồ Chí Minh, Việt Nam",,Phường 15,Tân Bình,Hồ Chí Minh,description,DISTRICT_ONLY_OR_COARSE
182548,https://batdongsan.vn/xuat-canh-can-ban-gap-nha-mt-duong-truong-sa-q3-dt-34m-x-116m-r182548,"Quận 3, Hồ Chí Minh","Xuất cảnh cần bán gấp nhà MT Đường Trường Sa - Q3 (DT 3,4M x 11,6M)",Đường Trường Sa - Q3 (DT 3,Đường Trường Sa - Q3 (DT 3,"Đường Trường Sa - Q3 (DT 3, Quận 3, Hồ Chí Minh, Việt Nam",Đường Trường Sa,,Quận 3,Hồ Chí Minh,title,STREET_LEVEL
133821,https://batdongsan.vn/thuy-khue-tay-ho-dt55m2-x4t-mt3m-105-ty-full-noi-that-gan-pho-r133821,"Tây Hồ, Hà Nội",THỤY KHUÊ - TÂY HỒ - DT55M2 X4T - MT3M - 10.5 TỶ - FULL NỘI THẤT  - GẦN PHỐ,THỤY KHUÊ - TÂY HỒ - DT55M2 X4T - MT3M - 10.5 TỶ - FULL NỘI THẤT  - GẦN PHỐ,THỤY KHUÊ - TÂY HỒ - DT55M2 X4T - MT3M - 10.5 TỶ - FULL NỘI THẤT - GẦN PHỐ,"THỤY KHUÊ - TÂY HỒ - DT55M2 X4T - MT3M - 10.5 TỶ - FULL NỘI THẤT - GẦN PHỐ, Tây Hồ, Hà Nội, Việt Nam",Phố Thụy Khuê,,Tây Hồ,Hà Nội,description,STREET_LEVEL
182297,https://batdongsan.vn/mat-pho-nguyen-khang-toa-vp-8-tang-80m2-via-he-view-song-so-vuong-det-r182297,"Cầu Giấy, Hà Nội",MẶT PHỐ NGUYỄN KHANG - TÒA VP 8 TẦNG - 80M² - VỈA HÈ - VIEW SÔNG - SỔ VUÔNG ĐÉT,PHỐ NGUYỄN KHANG - TÒA VP 8 TẦNG - 80M² - VỈA HÈ - VIEW SÔNG - SỔ VUÔNG ĐÉT,PHỐ NGUYỄN KHANG - TÒA VP 8 TẦNG - 80M² - VỈA HÈ - VIEW SÔNG - SỔ VUÔNG ĐÉT,"PHỐ NGUYỄN KHANG - TÒA VP 8 TẦNG - 80M² - VỈA HÈ - VIEW SÔNG - SỔ VUÔNG ĐÉT, Cầu Giấy, Hà Nội, Việt Nam",Phố Nguyễn Khang,,Cầu Giấy,Hà Nội,title,STREET_LEVEL
129129,https://batdongsan.vn/ban-nha-mat-tien-6-tang-72x25m-gia-1699-ty-duong-tan-thoi-hiep-14-r129129,"Quận 12, Hồ Chí Minh","Bán nhà mặt tiền 6 tầng 7,2x25m giá 16,99 tỷ Đường Tân Thới Hiệp 14",mặt tiền 6 tầng 7,mặt tiền 6 tầng 7,"mặt tiền 6 tầng 7, Quận 12, Hồ Chí Minh, Việt Nam",,,Quận 12,Hồ Chí Minh,title,STREET_LEVEL
164265,https://batdongsan.vn/ban-nha-hoang-liet-hoang-mai-gan-o-to-vai-buoc-ra-vanh-dai-3-36m2-62-ty-r164265,"Hoàng Mai, Hà Nội","Bán nhà Hoàng Liệt, Hoàng Mai, gần ô tô, vài bước ra Vành Đai 3, 36m2, 6.2 tỷ","Bán nhà Hoàng Liệt, Hoàng Mai, gần ô tô, vài bước ra Vành Đai 3, 36m2, 6.2 tỷ","Bán nhà Hoàng Liệt, Hoàng Mai, gần ô tô, vài bước ra Vành Đai 3, 36m2, 6.2 tỷ","Bán nhà Hoàng Liệt, Hoàng Mai, gần ô tô, vài bước ra Vành Đai 3, 36m2, 6.2 tỷ, Hà Nội, Việt Nam",,,Hoàng Mai,Hà Nội,title,LANDMARK_OR_NEIGHBORHOOD
147721,https://batdongsan.vn/quan-5-khu-kinh-doanh-mua-ban-dong-duc-phu-tung-xe41x18-pham-huu-chi-xiu-19ty-r147721,"Quận 5, Hồ Chí Minh","* QUẬN 5 _Khu Kinh Doanh Mua Bán Đông Đúc Phụ Tùng Xe(4.1x18 )Phạm Hữu Chí, Xíu 19Tỷ","Nằm đoạn giữa Dương Tử Giang và Đỗ Ngọc Thạnh kinh doanh sầm uất,",Nằm đoạn giữa Dương Tử Giang và Đỗ Ngọc Thạnh kinh doanh sầm uất,"Nằm đoạn giữa Dương Tử Giang và Đỗ Ngọc Thạnh kinh doanh sầm uất, Quận 5, Hồ Chí Minh, Việt Nam",,,Quận 5,Hồ Chí Minh,dedicated_address,DISTRICT_ONLY_OR_COARSE
156771,https://batdongsan.vn/sieu-pham-nha-phan-lo-2-mat-ngo-full-noi-that-mt-to-42-m-gia-chi-76-ty-r156771,"Đống Đa, Hà Nội","SIÊU PHẨM NHÀ PHÂN LÔ 2 MẶT NGÕ-FULL NỘI THẤT-MT TO 4,2 M-GIÁ CHỈ 7.6 TỶ","SIÊU PHẨM NHÀ PHÂN LÔ 2 MẶT NGÕ-FULL NỘI THẤT-MT TO 4,2 M-GIÁ CHỈ 7.6 TỶ","SIÊU PHẨM NHÀ PHÂN LÔ 2 MẶT NGÕ-FULL NỘI THẤT-MT TO 4,2 M-GIÁ CHỈ 7.6 TỶ","SIÊU PHẨM NHÀ PHÂN LÔ 2 MẶT NGÕ-FULL NỘI THẤT-MT TO 4,2 M-GIÁ CHỈ 7.6 TỶ, Đống Đa, Hà Nội, Việt Nam",Mặt Ngõ-Full Nội Thất-Mt To,,Đống Đa,Hà Nội,description,ALLEY_OR_LANE
142882,https://batdongsan.vn/ban-nha-pho-phuong-mai-vi-tri-trung-tam-lo-goc-thoang-sang-31mx6t-gia-68-ty-lh-0396935190-r142882,"Đống Đa, Hà Nội",Bán nhà Phố Phương Mai_Vị Trí Trung Tâm_Lô Góc Thoáng Sáng_31mx6T_Giá: 6.8 Tỷ_Lh: 0396935190.,Phố Phương Mai_Vị Trí Trung Tâm_Lô Góc Thoáng Sáng_31mx6T_Giá,Phố Phương Mai_Vị Trí Trung Tâm_Lô Góc Thoáng Sáng_31mx6T_Giá,"Phố Phương Mai_Vị Trí Trung Tâm_Lô Góc Thoáng Sáng_31mx6T_Giá, Đống Đa, Hà Nội, Việt Nam",,,Đống Đa,Hà Nội,title,STREET_LEVEL
