id,detail_url,address_raw,sanitized_address,geocoding_query,province,district,granularity,provenance,latitude,longitude,geocoding_status,geocoding_provider,geocoding_result_type,geocoding_display_name,candidate_count,admin_validation,spatial_precision,diagnostic_distance_to_center_km,validation_reason
166949,https://batdongsan.vn/duoi-3-ty-shr-gan-song-sai-gon-ban-nha-thanh-loc-ho-tro-vay-bank-toi-da-r166949,"Dưới 3 tỷ SHR gần sông Sài Gòn, bán nhà Thạnh Lộc hỗ trợ vay Bank tối đa",Dưới Thạnh Lộc hỗ trợ vay Bank tối đa,"Dưới Thạnh Lộc hỗ trợ vay Bank tối đa, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Quận 12,LANDMARK_OR_NEIGHBORHOOD,title,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
95330,https://batdongsan.vn/ban-nha-mat-ngo-91-nguyen-chi-thanh-dong-da-40m-4-tang-gia-12-ty-r265505,ngõ 91 Nguyễn Chi Thanh,ngõ 91 Nguyễn Chi Thanh,"ngõ 91 Nguyễn Chi Thanh, Đống Đa, Thành phố Hà Nội, Việt Nam",Hà Nội,Đống Đa,ALLEY_OR_LANE,title,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
110452,https://batdongsan.vn/nha-pho-nguyen-chi-thanh50mngay-bai-gui-o-togan-chodan-tri-cao74-ty0348051001-r280646,phố Nguyễn Chí Thanh,phố Nguyễn Chí Thanh,"phố Nguyễn Chí Thanh, Đống Đa, Thành phố Hà Nội, Việt Nam",Hà Nội,Đống Đa,STREET_LEVEL,title,21.0195344,105.8074078,STREET_MATCH,Nominatim,amenity/university,"Học viện Phụ nữ Việt Nam, 68, Đường Nguyễn Chí Thanh, Láng Hạ, Kẻ Láng, Phường Láng, Thành phố Hà Nội, 11528, Việt Nam",5,ADMIN_PARTIAL_MATCH,UNKNOWN,4.96,Valid coordinate within ADMIN_PARTIAL_MATCH (UNKNOWN)
88597,https://batdongsan.vn/ban-nha-nguyen-van-tuyeto-to-kinh-doanh-ngo-thong-ra-pho-10m-mat-tien-cuc-rong-17ty130m2-r258767,NGÕ THÔNG-RA PHỐ 10M-MẶT TIỀN CỰC RỘNG-17TỶ/130M2,NGÕ THÔNG RA PHỐ CỰC RỘNG,"NGÕ THÔNG RA PHỐ CỰC RỘNG, Đống Đa, Thành phố Hà Nội, Việt Nam",Hà Nội,Đống Đa,ALLEY_OR_LANE,title,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
85484,https://batdongsan.vn/hem-7m-xe-hoi-ngu-trong-nha-4-tang-btct-5pn-so-vuong-a4-75m2-chi-67-ty-r255649,HẺM 7M - XE HƠI NGỦ TRONG NHÀ - 4 TẦNG BTCT - 5PN - SỔ VUÔNG A4 - 75M2 - CHỈ 6,HẺM XE HƠI NGỦ TRONG NHÀ BTCT SỔ VUÔNG A4 CHỈ 6,"HẺM XE HƠI NGỦ TRONG NHÀ BTCT SỔ VUÔNG A4 CHỈ 6, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Bình Tân,HOUSE_LEVEL,title,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
147191,https://batdongsan.vn/nha-dang-cap-xe-hoi-ngu-nha-50m2-luen-ke-phu-my-hung-r147191,"Nhà đẳng cấp - XE HƠI NGỦ NHÀ 50m2, luền kề Phú Mỹ Hưng",Nhà đẳng cấp XE HƠI NGỦ NHÀ luền kề Phú Mỹ Hưng,"Nhà đẳng cấp XE HƠI NGỦ NHÀ luền kề Phú Mỹ Hưng, Nhà Bè, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Nhà Bè,STREET_LEVEL,title,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
189981,https://batdongsan.vn/mat-pho-co-long-duong-o-to-tranh-via-he-menh-mong-kinh-doanh-vo-doi-5-tang-dep-nhinh-25-ty-r189981,PHỐ CỔ LÒNG ĐƯỜNG Ô TÔ TRÁNH,PHỐ CỔ LÒNG ĐƯỜNG,"PHỐ CỔ LÒNG ĐƯỜNG, Hoàn Kiếm, Thành phố Hà Nội, Việt Nam",Hà Nội,Hoàn Kiếm,STREET_LEVEL,title,21.0328101,105.8463895,STREET_MATCH,Nominatim,amenity/atm,"BIDV, 37B, Phố Đường Thành, Khu phố cổ, Phường Hoàn Kiếm, Thành phố Hà Nội, 11024, Việt Nam",4,ADMIN_MATCH,UNKNOWN,0.94,Valid coordinate within ADMIN_MATCH (UNKNOWN)
129372,https://batdongsan.vn/ban-nha-mat-pho-an-duong-vuong-110m2-x-3-tang-mat-tien-55m-o-to-tranh-r129372,phố An Dương Vương 110m2 x 3 tầng mặt tiền 5.5m ô tô tránh,phố An Dương Vương x 5,"phố An Dương Vương x 5, Tây Hồ, Thành phố Hà Nội, Việt Nam",Hà Nội,Tây Hồ,STREET_LEVEL,title,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
181425,https://batdongsan.vn/nha-pho-thang-may-dang-cap-4-tang-full-noi-that-ngay-nga-tu-ga-quan-12-r181425,PHỐ THANG MÁY - ĐẲNG CẤP - 4 TẦNG - FULL NỘI THẤT NGAY NGÃ TƯ GA - QUẬN 12,PHỐ ĐẲNG CẤP NGAY NGÃ TƯ GA QUẬN 12,"PHỐ ĐẲNG CẤP NGAY NGÃ TƯ GA QUẬN 12, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Quận 12,STREET_LEVEL,title,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
95623,https://batdongsan.vn/ban-nha-1tret-2lau-hem-xe-hoi-p-linh-tay-thu-duc-dt-131-m2-gia-12-ty-r265798,"Cách đường chính số 9 100m, khoảng 700m là ra Phạm Văn Đồng, Kha Vạn Cân",Cách đường chính số 9 khoảng là ra Phạm Văn Đồng Kha Vạn Cân,"Cách đường chính số 9 khoảng là ra Phạm Văn Đồng Kha Vạn Cân, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Thủ Đức,ALLEY_OR_LANE,dedicated_address,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
186127,https://batdongsan.vn/mat-tien-kinh-doanh-khu-tan-thanh-tan-phu-dt-80m2-a4-5-tang-r186127,Mặt Tiền Kinh Doanh Khu Tân Thành,Khu Tân Thành,"Khu Tân Thành, Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Tân Phú,DISTRICT_ONLY_OR_COARSE,title,10.7774856,106.6344474,STREET_MATCH,Nominatim,amenity/bank,"Agribank, Lũy Bán Bích, Khu phố 26, Phường Tân Phú, Thành phố Hồ Chí Minh, 72031, Việt Nam",4,ADMIN_MATCH,UNKNOWN,7.26,Valid coordinate within ADMIN_MATCH (UNKNOWN)
119436,https://batdongsan.vn/ban-gap-nha-nguyen-khanh-toan-phuong-quan-hoa-cau-giay-55m2-53-ty-gan-pho-r119436,BÁN GẤP NHÀ NGUYỄN KHÁNH TOÀN PHƯỜNG QUAN HOA CẦU GIẤY 55M2 5.3 TỶ GẦN PHỐ,BÁN GẤP NHÀ NGUYỄN KHÁNH TOÀN PHƯỜNG QUAN HOA CẦU GIẤY,"BÁN GẤP NHÀ NGUYỄN KHÁNH TOÀN PHƯỜNG QUAN HOA CẦU GIẤY, Thành phố Hà Nội, Việt Nam",Hà Nội,Cầu Giấy,STREET_AND_WARD,description,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
184582,https://batdongsan.vn/ban-nha-can-goc-dt-dat-1231m2-5x25m-4-tang-nguyen-thi-tan-quan-8-gia-chi-12-ty-r184582,"Bán nhà căn góc - DT đất 123,1m2 (5x25m) - 4 tầng - Nguyễn Thị Tần, quận 8 giá chỉ 12 tỷ",căn góc DT đất 123 Nguyễn Thị Tần quận 8,"căn góc DT đất 123 Nguyễn Thị Tần quận 8, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Quận 8,DISTRICT_ONLY_OR_COARSE,description,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
175098,https://batdongsan.vn/ban-nha-tai-dong-mai-ha-dong-dt-35m2-thiet-ke-4-tang-nhinh-3-ty-r175098,"BÁN NHÀ TẠI ĐỒNG MAI - HÀ ĐÔNG DT 35M2 THIẾT KẾ 4 TẦNG, NHỈNH 3 TỶ",TẠI ĐỒNG MAI HÀ ĐÔNG THIẾT KẾ,"TẠI ĐỒNG MAI HÀ ĐÔNG THIẾT KẾ, Thành phố Hà Nội, Việt Nam",Hà Nội,Hà Đông,STREET_LEVEL,title,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
163354,https://batdongsan.vn/so-phan-lo-via-he-menh-mong-tai-kham-thienkinh-doanh-sam-uat-52-m216-ty-2dong-tien-23trthang-r163354,"Sổ phân lô vỉa hè mênh mông tại Khâm Thiên,kinh doanh sầm uất 52 m2,16  tỷ 2,dòng tiên 23tr/tháng",Sổ vỉa hè mênh mông tại Khâm Thiên sầm uất 52 m2 dòng tiên,"Sổ vỉa hè mênh mông tại Khâm Thiên sầm uất 52 m2 dòng tiên, Đống Đa, Thành phố Hà Nội, Việt Nam",Hà Nội,Đống Đa,DISTRICT_ONLY_OR_COARSE,title,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
125603,https://batdongsan.vn/ban-nha-mat-tien-5-tang-5x12m-gia-125-ty-duong-hiep-thanh-43-r125603,"Mặt tiền đường 40m thuật tiện di chuyển kết nối Nguyễn ảnh Thủ  , Nguyễn Thị Búp Phường Vip Hiệp Thành",đường thuật tiện di chuyển kết nối Nguyễn ảnh Thủ Nguyễn Thị Búp Phường Vip Hiệp Thành,"đường thuật tiện di chuyển kết nối Nguyễn ảnh Thủ Nguyễn Thị Búp Phường Vip Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Quận 12,STREET_AND_WARD,dedicated_address,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
122277,https://batdongsan.vn/can-ban-gap-nha-quan-go-vap-xe-hoi-dau-cua-so-vuong-a4-nho-xinh-lung-linh-nhinh-4-ty-r122277,"CẦN BÁN GẤP NHÀ QUẬN GÒ VẤP XE HƠI ĐẬU CỬA - SỔ VUÔNG A4, NHỎ XINH LUNG LINH. NHỈNH 4 TỶ",CẦN BÁN GẤP NHÀ QUẬN GÒ VẤP XE HƠI ĐẬU CỬA SỔ VUÔNG A4 NHỎ XINH LUNG LINH,"CẦN BÁN GẤP NHÀ QUẬN GÒ VẤP XE HƠI ĐẬU CỬA SỔ VUÔNG A4 NHỎ XINH LUNG LINH, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Gò Vấp,STREET_LEVEL,description,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
165647,https://batdongsan.vn/nha-gan-aeon-colinh-long-bien-chao-6x-ty-dien-tich-37-m2-4-tang-mat-r165647,"💥💥💥 NHÀ GẦN #AEON, #CỔLINH- LONG BIÊN - CHÀO 6,x TỶ 🔥🔥 
🏘️ Diện tích: 37 m2,  4 tầng, Mặt",💥💥💥 NHÀ GẦN #AEON #CỔLINH LONG BIÊN CHÀO 6 x TỶ 🏘️ Diện tích 37 m2 Mặt,"💥💥💥 NHÀ GẦN #AEON #CỔLINH LONG BIÊN CHÀO 6 x TỶ 🏘️ Diện tích 37 m2 Mặt, Thành phố Hà Nội, Việt Nam",Hà Nội,Long Biên,STREET_LEVEL,title,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
175434,https://batdongsan.vn/ban-nha-hxh-quay-dau-cach-mang-thang-8-p15-q10-103m2-5-tang-ngang-61m-r175434,"Bán nhà HXH quay đầu Cách Mạng Tháng 8, P15. Q10, 103m2, 5 tầng, ngang 6,1m",Hẻm quay đầu Cách Mạng Tháng 8 P15 Q10 ngang 6,"Hẻm quay đầu Cách Mạng Tháng 8 P15 Q10 ngang 6, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Quận 10,ALLEY_OR_LANE,title,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
121503,https://batdongsan.vn/ban-nha-hoang-bat-dat-phuong-15-tan-binh-dt-51m2-5-x-103-x-2-tang-chi-403-ty-tl-r121503,"Bán nhà Hoàng Bật Đạt, phường 15, Tân Bình, DT 51m2 (5 x 10.3) x 2 tầng, Chỉ 4.03 tỷ TL",Hoàng Bật Đạt phường 15 Tân Bình 5 x 10 3 x,"Hoàng Bật Đạt phường 15 Tân Bình 5 x 10 3 x, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Tân Bình,DISTRICT_ONLY_OR_COARSE,description,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
182548,https://batdongsan.vn/xuat-canh-can-ban-gap-nha-mt-duong-truong-sa-q3-dt-34m-x-116m-r182548,Đường Trường Sa - Q3 (DT 3,Đường Trường Sa Q3 DT 3,"Đường Trường Sa Q3 DT 3, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Quận 3,STREET_LEVEL,title,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
133821,https://batdongsan.vn/thuy-khue-tay-ho-dt55m2-x4t-mt3m-105-ty-full-noi-that-gan-pho-r133821,THỤY KHUÊ - TÂY HỒ - DT55M2 X4T - MT3M - 10.5 TỶ - FULL NỘI THẤT  - GẦN PHỐ,THỤY KHUÊ TÂY HỒ X4T MT3M,"THỤY KHUÊ TÂY HỒ X4T MT3M, Thành phố Hà Nội, Việt Nam",Hà Nội,Tây Hồ,STREET_LEVEL,description,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
182297,https://batdongsan.vn/mat-pho-nguyen-khang-toa-vp-8-tang-80m2-via-he-view-song-so-vuong-det-r182297,PHỐ NGUYỄN KHANG - TÒA VP 8 TẦNG - 80M² - VỈA HÈ - VIEW SÔNG - SỔ VUÔNG ĐÉT,PHỐ NGUYỄN KHANG TÒA VP 80M² VỈA HÈ VIEW SÔNG SỔ VUÔNG ĐÉT,"PHỐ NGUYỄN KHANG TÒA VP 80M² VỈA HÈ VIEW SÔNG SỔ VUÔNG ĐÉT, Cầu Giấy, Thành phố Hà Nội, Việt Nam",Hà Nội,Cầu Giấy,STREET_LEVEL,title,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
129129,https://batdongsan.vn/ban-nha-mat-tien-6-tang-72x25m-gia-1699-ty-duong-tan-thoi-hiep-14-r129129,mặt tiền 6 tầng 7,7,"7, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Quận 12,STREET_LEVEL,title,10.8611305,106.6541962,STREET_MATCH,Nominatim,landuse/residential,"CĂN HỘ ZEN TOWER QUẬN 12, 34/1A, Phường Thới An, Thành phố Hồ Chí Minh, 71513, Việt Nam",5,ADMIN_MATCH,STREET,10.66,Valid coordinate within ADMIN_MATCH (STREET)
164265,https://batdongsan.vn/ban-nha-hoang-liet-hoang-mai-gan-o-to-vai-buoc-ra-vanh-dai-3-36m2-62-ty-r164265,"Bán nhà Hoàng Liệt, Hoàng Mai, gần ô tô, vài bước ra Vành Đai 3, 36m2, 6.2 tỷ",Hoàng Liệt Hoàng Mai vài bước ra Vành Đai 3,"Hoàng Liệt Hoàng Mai vài bước ra Vành Đai 3, Thành phố Hà Nội, Việt Nam",Hà Nội,Hoàng Mai,LANDMARK_OR_NEIGHBORHOOD,title,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
147721,https://batdongsan.vn/quan-5-khu-kinh-doanh-mua-ban-dong-duc-phu-tung-xe41x18-pham-huu-chi-xiu-19ty-r147721,"Nằm đoạn giữa Dương Tử Giang và Đỗ Ngọc Thạnh kinh doanh sầm uất,",Nằm đoạn giữa Dương Tử Giang và Đỗ Ngọc Thạnh sầm uất,"Nằm đoạn giữa Dương Tử Giang và Đỗ Ngọc Thạnh sầm uất, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Quận 5,DISTRICT_ONLY_OR_COARSE,dedicated_address,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
156771,https://batdongsan.vn/sieu-pham-nha-phan-lo-2-mat-ngo-full-noi-that-mt-to-42-m-gia-chi-76-ty-r156771,"SIÊU PHẨM NHÀ PHÂN LÔ 2 MẶT NGÕ-FULL NỘI THẤT-MT TO 4,2 M-GIÁ CHỈ 7.6 TỶ",NHÀ 2 MẶT NGÕ MT TO 4 2 M,"NHÀ 2 MẶT NGÕ MT TO 4 2 M, Đống Đa, Thành phố Hà Nội, Việt Nam",Hà Nội,Đống Đa,ALLEY_OR_LANE,description,21.0107304,105.8182024,EXACT_MATCH,Nominatim,boundary/administrative,"Phường Đống Đa, Thành phố Hà Nội, 11527, Việt Nam",1,ADMIN_MATCH,WARD,4.23,Valid coordinate within ADMIN_MATCH (WARD)
142882,https://batdongsan.vn/ban-nha-pho-phuong-mai-vi-tri-trung-tam-lo-goc-thoang-sang-31mx6t-gia-68-ty-lh-0396935190-r142882,Phố Phương Mai_Vị Trí Trung Tâm_Lô Góc Thoáng Sáng_31mx6T_Giá,Phố Phương Mai Vị Trí Trung Tâm Lô Góc Thoáng Sáng 31mx6T Giá,"Phố Phương Mai Vị Trí Trung Tâm Lô Góc Thoáng Sáng 31mx6T Giá, Đống Đa, Thành phố Hà Nội, Việt Nam",Hà Nội,Đống Đa,STREET_LEVEL,title,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
195288,https://batdongsan.vn/ban-nha-dong-tien-luong-khanh-thien-7-tang-thang-may-long-lanh-lo-goc-hoang-mai-r195288,Bán nhà dòng tiền lương khánh thiện 7 tầng thang máy long lanh lô góc hoàng mai,dòng tiền lương khánh thiện long lanh lô góc hoàng mai,"dòng tiền lương khánh thiện long lanh lô góc hoàng mai, Thành phố Hà Nội, Việt Nam",Hà Nội,Hoàng Mai,DISTRICT_ONLY_OR_COARSE,title,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
108123,https://batdongsan.vn/gia-dinh-can-ban-nha-mat-ngo-doi-can-gia-108-ty-367mx6-tang-oto-vao-full-noi-that-r278317,ngõ Đội Cấn giá 10,ngõ Đội Cấn giá 10,"ngõ Đội Cấn giá 10, Ba Đình, Thành phố Hà Nội, Việt Nam",Hà Nội,Ba Đình,ALLEY_OR_LANE,title,21.0395325,105.836423,EXACT_MATCH,Nominatim,boundary/administrative,"Phường Ba Đình, Thành phố Hà Nội, 11120, Việt Nam",1,ADMIN_MATCH,WARD,2.22,Valid coordinate within ADMIN_MATCH (WARD)
81796,https://batdongsan.vn/ban-nha-lang-trung-lo-goc-vua-o-vua-cho-thue-o-to-chi-6-ty-lh-trang-0968588737-r251948,"Bán nhà Láng Trung lô góc, vừa ở vừa cho thuê, ô tô, chỉ 6 tỷ. LH Trang 0968588737.",Láng Trung lô góc vừa ở vừa cho thuê ô tô LH Trang 0968588737,"Láng Trung lô góc vừa ở vừa cho thuê ô tô LH Trang 0968588737, Đống Đa, Thành phố Hà Nội, Việt Nam",Hà Nội,Đống Đa,DISTRICT_ONLY_OR_COARSE,title,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
183152,https://batdongsan.vn/nha-ngon-tam-chau-tam-phu-68m2-3pn-oto-gia-rieu-tot-nhinh-5-ty-r183152,"Ngay đường Tam Châu cách bệnh viện tp Thủ Đức 300m, 500m ra quốc lộ 1A, 1,5km ra Phạm Văn Đồng",Ngay đường Tam Châu cách bệnh viện tp Thủ Đức ra quốc lộ 1A 1 5km ra Phạm Văn Đồng,"Ngay đường Tam Châu cách bệnh viện tp Thủ Đức ra quốc lộ 1A 1 5km ra Phạm Văn Đồng, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Thủ Đức,STREET_LEVEL,dedicated_address,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
140774,https://batdongsan.vn/ban-nha-mat-pho-cong-quynh-quan-1-199-ty-76m2-4-tang-8-pn-so-hong-r140774,PHỐ CỐNG QUỲNH - QUẬN 1 - 19,PHỐ CỐNG QUỲNH QUẬN 1 19,"PHỐ CỐNG QUỲNH QUẬN 1 19, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Quận 1,STREET_LEVEL,title,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
80379,https://batdongsan.vn/ban-nha-hem-duong-bong-sao-phuong-1-quan-8-r250526,"hẻm đường Bông Sao, phường 1, Quận 8",hẻm đường Bông Sao phường 1 Quận 8,"hẻm đường Bông Sao phường 1 Quận 8, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Quận 8,ALLEY_OR_LANE,title,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
146699,https://batdongsan.vn/ban-can-vip-kim-giang-5-tang-35m2-mt-45m-gia-nhinh-8-ty-r146699,"Kim Giang, Thanh Xuân, Hà Nội",Kim Giang Thanh Xuân Hà Nội,"Kim Giang Thanh Xuân Hà Nội, Việt Nam",Hà Nội,Thanh Xuân,STREET_LEVEL,dedicated_address,20.984939,105.8117827,STREET_MATCH,Nominatim,building/apartments,"Chung Cư A1 Kim Giang Tái Định Cư, Ngõ 80 Phố Hoàng Đạo Thành, Phường Khương Đình, Thành phố Hà Nội, 11410, Việt Nam",2,ADMIN_PARTIAL_MATCH,UNKNOWN,6.55,Valid coordinate within ADMIN_PARTIAL_MATCH (UNKNOWN)
84550,https://batdongsan.vn/ban-gap-nha-dep-363m2-17-ty-au-duong-lan-quan-8-r254712,"BÁN GẤP NHÀ ĐẸP 36.3M2 1.7 TỶ, ÂU DƯƠNG LÂN QUẬN 8",BÁN GẤP 36 ÂU DƯƠNG LÂN QUẬN 8,"BÁN GẤP 36 ÂU DƯƠNG LÂN QUẬN 8, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Quận 8,STREET_LEVEL,description,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
107552,https://batdongsan.vn/ban-nha-hxh-duong-ma-lo-dt-485x13m-3-lau-gia-56-ty-tl-lien-he-ngay-r277746,"Khu dân cư an ninh, dân trí cao, văn minh, sạch sẽ",Khu dân cư an ninh dân trí cao văn minh sạch sẽ,"Khu dân cư an ninh dân trí cao văn minh sạch sẽ, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Bình Tân,ALLEY_OR_LANE,dedicated_address,,,NO_RESULT,Nominatim,,,0,UNKNOWN,UNKNOWN,,Nominatim returned zero search candidates
